12000264,12157435,13626235,2805348,2206646,8614241,18.15,70.86,16.19,63.22
12000265,11209431,12749888,3140340,1973910,7635638,17.61,68.12,15.48,59.89
12000266,10890134,12534832,2950664,1866267,7717901,17.14,70.87,14.89,61.57
12000267,10789021,12101821,2553536,1933513,7614772,17.92,70.58,15.98,62.92
12000268,9381678,10360234,2912336,1432073,6015825,15.26,64.12,13.82,58.07
12000269,11208022,12743922,3232440,1954046,7557436,17.43,67.43,15.33,59.30
12000270,11635428,12816380,2544984,1837918,8433478,15.80,72.48,14.34,65.80
12000271,11561569,12959789,1853304,1714616,9391869,14.83,81.23,13.23,72.47
12000272,9995917,10940687,2883116,1542952,6514619,15.44,65.17,14.10,59.54
12000273,11310569,13107429,2402684,1719707,8985038,15.20,79.44,13.12,68.55
12000274,11507561,12314690,2658776,1708508,7947406,14.85,69.06,13.87,64.54
12000275,12301083,14222623,2742360,2303067,9177196,18.72,74.60,16.19,64.53
12000276,9094420,10101112,2497888,1678342,5924882,18.45,65.15,16.62,58.66
12000277,11145856,12521172,2580960,1865115,8075097,16.73,72.45,14.90,64.49
12000278,10803079,12093543,2636800,1823150,7633593,16.88,70.66,15.08,63.12
12000279,11014983,12375783,3064944,1966940,7343899,17.86,66.67,15.89,59.34
12000280,11057780,12522170,2778832,1828793,7914545,16.54,71.57,14.60,63.20
12000281,11336581,12678355,2685224,1903806,8089325,16.79,71.36,15.02,63.80
12000282,11019214,12534861,2932280,2091401,7511180,18.98,68.16,16.68,59.92
12000284,10554971,11917185,2383748,2017490,7515947,19.11,71.21,16.93,63.07
12000285,10956773,12492222,2643860,1827634,8020728,16.68,73.20,14.63,64.21
12000286,11205003,12896700,2681172,2033970,8181558,18.15,73.02,15.77,63.44
12000287,10861820,12063447,2061788,1519796,8481863,13.99,78.09,12.60,70.31
12000288,10758564,11922421,2751236,1615259,7555926,15.01,70.23,13.55,63.38
12000289,11827048,13076855,2855728,1908503,8312624,16.14,70.28,14.59,63.57
12000290,8576495,9761495,2610000,1544514,5606981,18.01,65.38,15.82,57.44
12000291,12167535,13803767,2105320,2159034,9539413,17.74,78.40,15.64,69.11
12000292,11560133,12507533,2012844,1508060,8986629,13.05,77.74,12.06,71.85
12000293,11167353,13563956,2363872,2360748,8839336,21.14,79.15,17.40,65.17
12000294,10297908,11912897,2676344,2036801,7199752,19.78,69.91,17.10,60.44
12000295,11430171,13029771,2449988,2077963,8501820,18.18,74.38,15.95,65.25
12000296,11608489,13027986,3092312,1842207,8093467,15.87,69.72,14.14,62.12
12000297,12094062,13220262,2554704,2079497,8586061,17.19,70.99,15.73,64.95
12000298,10558502,11760997,2682804,1711888,7366305,16.21,69.77,14.56,62.63
12000299,11545930,12762730,2983648,1804538,7974544,15.63,69.07,14.14,62.48
12000300,11254737,11547537,3003592,1160152,7383793,10.31,65.61,10.05,63.94
12000301,10438442,12277253,2582352,1760111,7934790,16.86,76.02,14.34,64.63
12000302,10569258,12106119,2822148,2012069,7271902,19.04,68.80,16.62,60.07
12000303,11833769,12913856,2107536,1200695,9605625,10.15,81.17,9.30,74.38
12000304,8842829,9682829,2264832,1276411,6141586,14.43,69.45,13.18,63.43
12000305,11811772,13200172,2169424,2241674,8789074,18.98,74.41,16.98,66.58
12000306,6885322,8110149,2837768,863407,4408974,12.54,64.03,10.65,54.36
12000307,10882767,12034657,2756928,1638717,7639012,15.06,70.19,13.62,63.48
12000308,9761003,11310787,2894508,1526007,6890272,15.63,70.59,13.49,60.92
12000309,10779896,11554496,2992492,1346814,7215190,12.49,66.93,11.66,62.44
12000310,10689197,12418777,2325616,2454007,7639154,22.96,71.47,19.76,61.51
12000311,10535173,12248773,3329000,1723894,7195879,16.36,68.30,14.07,58.75
12000312,11459482,12915682,2714220,1943784,8257678,16.96,72.06,15.05,63.94
12000313,10694682,12316947,2950372,1784603,7581972,16.69,70.89,14.49,61.56
12000314,11868133,13700465,3173136,2061337,8465992,17.37,71.33,15.05,61.79
12000315,10201017,11393217,2850556,1582260,6960401,15.51,68.23,13.89,61.09
12000316,11192037,12651837,2760904,2180971,7709962,19.49,68.89,17.24,60.94
12000317,8816934,9993956,2512112,1443975,6037869,16.38,68.48,14.45,60.42
12000318,8769166,9714766,2274024,1422786,6017956,16.22,68.63,14.65,61.95
12000319,11573106,13035906,2530548,2021935,8483423,17.47,73.30,15.51,65.08
12000320,10872832,11662980,2885976,1437412,7339592,13.22,67.50,12.32,62.93
12000321,11843540,12843140,2311752,1725406,8805982,14.57,74.35,13.43,68.57
12000322,11121122,12629880,2825432,1830918,7973530,16.46,71.70,14.50,63.13
12000323,10342293,11620703,2656972,1887638,7076093,18.25,68.42,16.24,60.89
12000324,11526732,12220932,1885656,1447145,8888131,12.55,77.11,11.84,72.73
12000325,11640539,13437253,2660056,2322967,8454230,19.96,72.63,17.29,62.92
12000326,11219774,12394236,2390848,1508186,8495202,13.44,75.72,12.17,68.54
12000327,11156668,12821605,2859904,1986895,7974806,17.81,71.48,15.50,62.20
12000328,10164213,10755213,2539128,1176932,7039153,11.58,69.25,10.94,65.45
12000329,9055198,10561909,2541408,1420314,6600187,15.69,72.89,13.45,62.49
12000330,10034555,11128403,3323672,1413673,6391058,14.09,63.69,12.70,57.43
12000331,12004720,12773920,2548704,2285158,7940058,19.04,66.14,17.89,62.16
12000332,9603321,11083521,2566012,1683602,6833907,17.53,71.16,15.19,61.66
12000333,11933420,13372725,2863356,1902622,8606747,15.94,72.12,14.23,64.36
12000334,9864786,11075711,2833988,1638420,6603303,16.61,66.94,14.79,59.62
12000335,11950694,13494372,2532412,2277173,8684787,19.05,72.67,16.87,64.36
12000336,11749041,13234641,3170988,1816736,8246917,15.46,70.19,13.73,62.31
12000338,9734874,10977603,3464084,1412422,6101097,14.51,62.67,12.87,55.58
12000339,11047931,11654552,1803764,988408,8862380,8.95,80.22,8.48,76.04
12000340,11660481,12978333,2149868,1594277,9234188,13.67,79.19,12.28,71.15
12000341,11541796,12290083,2740548,1563342,7986193,13.55,69.19,12.72,64.98
12000342,11189527,13083813,2555920,2170014,8357879,19.39,74.69,16.59,63.88
12000343,11163219,12522819,2970268,1717659,7834892,15.39,70.18,13.72,62.56
12000344,12043585,13113633,2470708,2067483,8575442,17.17,71.20,15.77,65.39
12000345,8709780,9801530,2840764,1189003,5771763,13.65,66.27,12.13,58.89
12000346,11432061,13167261,2675152,2365418,8126691,20.69,71.09,17.96,61.72
12000347,11680053,12898737,2292192,2115966,8490579,18.12,72.69,16.40,65.82
12000348,11986588,13955712,2631580,2385684,8938448,19.90,74.57,17.09,64.05
12000349,11213156,12288356,2765744,1553028,7969584,13.85,71.07,12.64,64.85
12000350,9711037,11430637,3768312,1299465,6362860,13.38,65.52,11.37,55.66
12000351,11281608,12521300,2629688,1759369,8132243,15.60,72.08,14.05,64.95
12000352,10497971,11887253,2392800,2058738,7435715,19.61,70.83,17.32,62.55
12000353,11566792,13161760,2365624,2138362,8657774,18.49,74.85,16.25,65.78
12000354,11761189,13021789,2583136,2162982,8275671,18.39,70.36,16.61,63.55
12000355,10552433,11783033,2168028,1667046,7947959,15.80,75.32,14.15,67.45
12000356,9390631,11237442,2034696,2075066,7127680,22.10,75.90,18.47,63.43
12000357,10017069,11645267,2934232,1723110,6987925,17.20,69.76,14.80,60.01
12000358,11966777,13453577,2390564,2049881,9013132,17.13,75.32,15.24,66.99
12000359,11085355,12931943,2588436,2140750,8202757,19.31,74.00,16.55,63.43
12000360,8162581,9421981,1971140,1257606,6193235,15.41,75.87,13.35,65.73
12000361,6623391,7727149,1796876,1236227,4694046,18.66,70.87,16.00,60.75
12000362,11255856,12455252,2885028,1784511,7785713,15.85,69.17,14.33,62.51
12000363,11056293,12100293,2418800,2373162,7308331,21.46,66.10,19.61,60.40
12000364,10968558,12808158,2727240,1821373,8259545,16.61,75.30,14.22,64.49
12000365,11208002,12453002,3008388,1998574,7446040,17.83,66.44,16.05,59.79
12000366,11350494,13061230,2912148,1981914,8167168,17.46,71.95,15.17,62.53
12000367,9968259,10845838,1963652,1668776,7213410,16.74,72.36,15.39,66.51
12000368,8705087,10246357,2506088,1501822,6238447,17.25,71.66,14.66,60.88
12000369,11358619,12806113,2539524,2257407,8009182,19.87,70.51,17.63,62.54
12000370,10605430,11981830,3169536,1739492,7072802,16.40,66.69,14.52,59.03
12000372,12265029,13514836,2454256,2093137,8967443,17.07,73.11,15.49,66.35
12000373,10715389,12920272,3048656,2106794,7764822,19.66,72.46,16.31,60.10
12000374,12110834,13690668,2046960,2094795,9548913,17.30,78.85,15.30,69.75
